,2001-2010,2002-2011,2003-2012,2004-2013,2005-2014,2006-2015,2007-2016,2008-2017,2009-2018,2010-2019,2011-2020
GID_1,729,722,722,764,710,686,751,745,652,583,659
GID_2,366,339,366,612,288,213,275,168,170,112,292
GID_3,119,108,0,0,0,0,0,0,0,0,0
GID_4,454,332,407,240,270,163,0,0,0,0,0
GID_5,147,168,0,0,0,0,0,0,0,0,0
GID_6,180,352,322,288,435,395,0,0,0,0,0
GID_7,136,106,0,0,0,0,0,0,0,0,0
GID_8,281,147,0,0,0,0,0,0,0,0,0
GID_9,0,141,105,252,400,237,197,194,250,191,294
GID_10,0,119,0,0,0,0,0,0,0,0,0
GID_11,0,197,0,0,0,0,0,0,0,0,0
GID_12,0,0,103,0,0,0,0,0,0,0,0
GID_13,0,0,105,435,477,336,366,126,217,110,340
GID_14,0,0,0,145,129,0,0,0,0,0,0
GID_15,0,0,0,0,0,134,0,0,0,0,0
GID_16,0,0,0,0,0,213,135,143,189,166,282
GID_17,0,0,0,0,0,0,107,0,0,0,0
GID_18,0,0,0,0,0,0,380,303,425,517,395
GID_19,0,0,0,0,0,0,226,122,0,0,0
GID_20,0,0,0,0,0,0,0,136,134,118,157
GID_21,0,0,0,0,0,0,0,0,121,0,0
GID_22,0,0,0,0,0,0,0,0,0,106,0
GID_23,0,0,0,0,0,0,0,0,0,173,0
GID_24,0,0,0,0,0,0,0,0,0,129,400
GID_25,0,0,0,0,0,0,0,0,0,107,0
