overlap_count,pixel_count,percentage
1,4427,41.63844996237773
2,2388,22.460496613995485
3,1402,13.186606471030851
4,943,8.869450714823175
5,627,5.897291196388261
6,287,2.699398043641836
7,167,1.5707298720842737
8,150,1.4108352144469527
9,104,0.9781790820165538
10,92,0.8653122648607976
11,45,0.4232505643340858
