overlap_count,pixel_count,percentage
1,1146,57.61689291101055
2,529,26.59627953745601
3,151,7.59175465057818
4,42,2.1116138763197587
5,33,1.6591251885369533
6,30,1.5082956259426847
7,26,1.3071895424836601
8,17,0.8547008547008548
9,15,0.7541478129713424
