window_a,cluster_a,window_b,cluster_b
2001-2010,1192,2002-2011,1200
2003-2012,123,2004-2013,88
2003-2012,1191,2004-2013,1138
2004-2013,88,2005-2014,122
2005-2014,122,2006-2015,163
2006-2015,163,2007-2016,130
2007-2016,130,2008-2017,149
2007-2016,1369,2008-2017,1315
2008-2017,149,2009-2018,167
2008-2017,662,2009-2018,666
2008-2017,1263,2009-2018,1321
2008-2017,1315,2009-2018,1321
2009-2018,167,2010-2019,152
2009-2018,1321,2010-2019,1311
2010-2019,152,2011-2020,160
