global_cluster_id,time_span,first_window,last_window,total_pixels,n_local_clusters,time_windows
1,2,2002-2011,2003-2012,298,2,2002-2011; 2003-2012
2,1,2005-2014,2005-2014,119,1,2005-2014
3,1,2011-2020,2011-2020,138,1,2011-2020
4,1,2011-2020,2011-2020,113,1,2011-2020
