,2001-2010,2002-2011,2003-2012,2004-2013,2005-2014,2006-2015,2007-2016,2008-2017,2009-2018,2010-2019,2011-2020
GID_1,377,617,466,558,749,763,483,331,372,448,304
GID_2,127,318,104,0,0,0,0,0,0,0,0
GID_3,333,405,199,200,171,158,0,0,0,0,0
GID_4,183,0,0,0,0,0,0,0,0,0,0
GID_5,101,135,0,0,0,0,0,0,0,0,0
GID_6,135,0,0,0,0,0,0,0,0,0,0
GID_7,105,0,0,0,0,0,0,0,0,0,0
GID_8,288,288,227,190,151,0,0,0,0,0,0
GID_9,0,113,0,0,0,0,0,0,0,0,0
GID_10,0,135,272,141,0,0,0,0,0,0,0
GID_11,0,0,135,120,0,0,0,0,0,0,0
GID_12,0,0,0,115,0,0,0,0,0,0,0
GID_13,0,0,0,116,0,0,0,0,0,0,0
GID_14,0,0,0,0,115,204,155,0,0,0,0
GID_15,0,0,0,0,0,142,129,0,0,0,0
GID_16,0,0,0,0,0,105,0,0,0,0,0
GID_17,0,0,0,0,0,0,0,101,131,0,0
GID_18,0,0,0,0,0,0,0,144,0,0,0
GID_19,0,0,0,0,0,0,0,130,123,204,119
GID_20,0,0,0,0,0,0,0,0,160,156,336
GID_21,0,0,0,0,0,0,0,0,101,0,0
GID_22,0,0,0,0,0,0,0,0,131,132,0
GID_23,0,0,0,0,0,0,0,0,0,346,128
GID_24,0,0,0,0,0,0,0,0,0,0,111
