overlap_count,pixel_count,percentage
1,3485,52.82704259511899
2,1410,21.373351523419736
3,679,10.292557222980141
4,385,5.8359860542670905
5,272,4.12308625132636
6,166,2.5162952857359406
7,103,1.561315749583144
8,47,0.7124450507806579
9,15,0.22737608003638018
10,19,0.2880097013794149
11,16,0.24253448537213887
