overlap_count,pixel_count,percentage
1,1176,40.1502219187436
2,701,23.93308296346876
3,457,15.602594742232846
4,299,10.208262205530898
5,170,5.804028678729941
6,77,2.628883578012974
7,26,0.8876749743939911
8,18,0.6145442130419939
9,4,0.13656538067599863
10,1,0.03414134516899966
