,2001-2010,2002-2011,2003-2012,2004-2013,2005-2014,2006-2015,2007-2016,2008-2017,2009-2018,2010-2019,2011-2020
GID_1,151,0,0,0,0,0,0,0,0,0,0
GID_2,269,333,325,146,139,285,320,260,513,426,305
GID_3,115,0,0,0,0,0,0,0,0,0,0
GID_4,204,103,178,0,0,0,0,0,0,0,0
GID_5,103,0,0,0,0,0,0,0,0,0,0
GID_6,0,168,202,145,0,0,0,0,0,0,0
GID_7,0,121,129,0,0,0,0,0,0,0,0
GID_8,0,0,119,155,172,188,174,0,0,0,0
GID_9,0,0,0,0,106,105,0,0,0,0,0
GID_10,0,0,0,0,0,134,128,0,0,0,0
GID_11,0,0,0,0,0,131,110,0,0,0,0
GID_12,0,0,0,0,0,0,0,0,113,147,0
GID_13,0,0,0,0,0,0,0,0,0,107,0
