global_cluster_id,time_span,first_window,last_window,total_pixels,n_local_clusters,time_windows
1,1,2003-2012,2003-2012,107,1,2003-2012
2,4,2004-2013,2007-2016,714,4,2004-2013; 2005-2014; 2006-2015; 2007-2016
3,1,2006-2015,2006-2015,104,1,2006-2015
4,1,2007-2016,2007-2016,103,1,2007-2016
5,3,2009-2018,2011-2020,387,3,2009-2018; 2010-2019; 2011-2020
6,2,2009-2018,2010-2019,245,2,2009-2018; 2010-2019
7,2,2009-2018,2010-2019,261,2,2009-2018; 2010-2019
8,1,2009-2018,2009-2018,111,1,2009-2018
