window_a,cluster_a,window_b,cluster_b
2004-2013,945,2005-2014,857
2005-2014,857,2006-2015,892
2006-2015,892,2007-2016,942
2009-2018,771,2010-2019,870
2009-2018,793,2010-2019,837
2009-2018,1174,2010-2019,1175
2010-2019,870,2011-2020,854
