global_cluster_id,time_span,first_window,last_window,total_pixels,n_local_clusters,time_windows
1,1,2001-2010,2001-2010,105,1,2001-2010
2,1,2002-2011,2002-2011,160,1,2002-2011
3,1,2005-2014,2005-2014,136,1,2005-2014
4,1,2006-2015,2006-2015,116,1,2006-2015
5,1,2008-2017,2008-2017,113,1,2008-2017
6,1,2010-2019,2010-2019,120,1,2010-2019
