overlap_count,pixel_count,percentage
1,4466,42.30769230769231
2,2523,23.9010989010989
3,1263,11.964759378552483
4,807,7.644941265630921
5,579,5.48503220917014
6,402,3.8082607048124286
7,243,2.3020083364910953
8,160,1.515725653656688
9,45,0.42629784009094357
10,51,0.4831375521030693
11,17,0.16104585070102312
