overlap_count,pixel_count,percentage
1,3456,55.78692493946731
2,1546,24.955609362389023
3,653,10.540758676351897
4,274,4.422921711057304
5,143,2.3083131557707826
6,89,1.436642453591606
7,17,0.27441485068603716
8,12,0.1937046004842615
9,5,0.08071025020177562
