overlap_count,pixel_count,percentage
1,7047,52.913350352905844
2,3036,22.796215647995194
3,1587,11.916203634179306
4,802,6.021925213996095
5,435,3.266256194623817
6,256,1.922210542123442
7,127,0.9535966361315512
8,28,0.21024177804475144
