global_cluster_id,time_span,first_window,last_window,total_pixels,n_local_clusters,time_windows
1,1,2001-2010,2001-2010,111,1,2001-2010
2,2,2002-2011,2003-2012,343,2,2002-2011; 2003-2012
3,2,2005-2014,2006-2015,262,2,2005-2014; 2006-2015
4,3,2008-2017,2010-2019,382,3,2008-2017; 2009-2018; 2010-2019
5,1,2009-2018,2009-2018,180,1,2009-2018
