overlap_count,pixel_count,percentage
1,7687,37.21436870642913
2,4888,23.663826491092177
3,3059,14.809256390395042
4,1947,9.425832687838884
5,1361,6.588884585592564
6,852,4.124709527498063
7,428,2.072037180480248
8,268,1.2974438419829588
9,119,0.5761037955073587
10,41,0.19848954298993027
11,6,0.029047250193648334
