window_a,cluster_a,window_b,cluster_b
2002-2011,929,2003-2012,876
2003-2012,876,2004-2013,943
2004-2013,943,2005-2014,943
2004-2013,1308,2005-2014,1284
2005-2014,943,2006-2015,950
2005-2014,1284,2006-2015,1323
2006-2015,1323,2007-2016,1315
2007-2016,1315,2008-2017,1284
2008-2017,1031,2009-2018,977
2008-2017,1284,2009-2018,1243
2009-2018,1243,2010-2019,1202
2010-2019,927,2011-2020,942
2010-2019,1202,2011-2020,1235
2010-2019,1233,2011-2020,1298
