global_cluster_id,time_span,first_window,last_window,total_pixels,n_local_clusters,time_windows
1,5,2002-2011,2006-2015,872,5,2002-2011; 2003-2012; 2004-2013; 2005-2014; 2006-2015
2,1,2003-2012,2003-2012,116,1,2003-2012
3,8,2004-2013,2011-2020,1533,8,2004-2013; 2005-2014; 2006-2015; 2007-2016; 2008-2017; 2009-2018; 2010-2019; 2011-2020
4,1,2006-2015,2006-2015,147,1,2006-2015
5,2,2008-2017,2009-2018,328,2,2008-2017; 2009-2018
6,1,2009-2018,2009-2018,127,1,2009-2018
7,2,2010-2019,2011-2020,290,2,2010-2019; 2011-2020
8,2,2010-2019,2011-2020,299,2,2010-2019; 2011-2020
