overlap_count,pixel_count,percentage
1,884,50.2844141069397
2,391,22.24118316268487
3,221,12.571103526734925
4,73,4.152445961319681
5,104,5.915813424345847
6,35,1.9908987485779295
7,39,2.218430034129693
8,11,0.6257110352673493
