overlap_count,pixel_count,percentage
1,5449,39.494092918750454
2,3064,22.207726317315355
3,2229,16.155686018699715
4,1413,10.241356816699282
5,777,5.6316590563165905
6,389,2.8194535043850113
7,284,2.058418496774661
8,110,0.7972747698775096
9,43,0.3116619554975719
10,19,0.1377110966152062
11,20,0.1449590490686381
