overlap_count,pixel_count,percentage
1,4040,46.45279981602852
2,1984,22.81246406806945
3,1354,15.5685868690353
4,636,7.312866505691618
5,359,4.12786018167184
6,123,1.414280786478096
7,120,1.379786133149362
8,40,0.4599287110497873
9,20,0.22996435552489364
10,15,0.17247326664367024
11,6,0.0689893066574681
