global_cluster_id,time_span,first_window,last_window,total_pixels,n_local_clusters,time_windows
1,1,2001-2010,2001-2010,207,1,2001-2010
2,1,2002-2011,2002-2011,107,1,2002-2011
3,2,2003-2012,2004-2013,256,2,2003-2012; 2004-2013
4,3,2007-2016,2009-2018,550,3,2007-2016; 2008-2017; 2009-2018
