overlap_count,pixel_count,percentage
1,1621,57.17813051146384
2,622,21.940035273368608
3,309,10.899470899470899
4,138,4.867724867724868
5,57,2.0105820105820107
6,40,1.4109347442680775
7,24,0.8465608465608466
8,17,0.599647266313933
9,7,0.24691358024691357
